Date,City,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,Rainfall,AQI,AQI_Category
2025-12-11,Delhi,256.6,471.3,133.4,16.1,5.14,41.0,41.0,36.7,1.0,0.0,459,Severe
2025-12-12,Delhi,250.0,458.0,129.4,14.6,5.21,20.4,37.6,30.2,1.0,0.0,440,Severe
2025-12-13,Delhi,234.9,462.2,130.7,17.9,5.05,29.2,37.0,35.7,5.2,0.0,446,Severe
2025-12-14,Delhi,233.2,476.8,114.3,14.5,4.97,29.0,36.5,40.7,7.4,0.0,467,Severe
2025-12-15,Delhi,244.2,428.0,125.6,17.8,5.35,35.6,39.8,36.6,2.3,0.0,398,Very Poor
2025-12-16,Delhi,236.2,471.4,129.5,18.5,5.19,19.1,35.1,34.6,1.6,0.0,459,Severe
2025-12-17,Delhi,228.0,492.0,133.4,16.3,5.41,27.9,34.3,36.0,2.9,0.0,489,Severe
2025-12-18,Delhi,242.4,450.9,121.9,17.2,4.92,27.9,36.2,30.6,5.6,0.0,430,Severe
2025-12-19,Delhi,240.6,475.1,132.2,17.1,5.26,35.4,39.5,32.3,1.0,0.0,464,Severe
2025-12-20,Delhi,243.8,466.8,132.7,10.8,5.15,26.2,36.0,30.8,2.8,0.1,453,Severe
2025-12-21,Delhi,262.7,439.4,126.7,15.2,5.05,47.5,39.2,29.6,4.4,0.0,413,Severe
2025-12-22,Delhi,255.6,434.8,132.4,17.4,5.39,28.3,38.1,40.3,5.0,0.0,407,Severe
2025-12-23,Delhi,212.5,394.3,125.3,15.7,5.0,30.8,35.0,32.7,6.9,0.2,371,Very Poor
2025-12-24,Delhi,246.1,427.6,122.6,17.1,5.07,26.6,35.7,24.9,8.2,0.0,397,Very Poor
2025-12-25,Delhi,230.7,438.4,130.8,17.7,5.21,28.6,38.6,23.4,5.6,0.0,412,Severe
2025-12-26,Delhi,251.8,458.9,127.2,15.3,5.21,8.7,35.4,33.8,4.0,0.0,441,Severe
2025-12-27,Delhi,233.6,482.9,133.2,15.7,5.24,25.2,34.9,29.2,5.2,0.0,476,Severe
2025-12-28,Delhi,260.1,509.6,138.1,14.3,5.4,30.9,35.5,35.4,2.9,0.0,500,Severe
2025-12-29,Delhi,265.6,457.9,132.6,18.8,5.35,26.6,37.0,27.6,2.8,0.0,440,Severe
2025-12-30,Delhi,254.9,493.8,142.5,17.4,5.36,30.2,34.1,34.6,1.5,0.0,491,Severe
2025-12-31,Delhi,268.5,510.2,126.0,14.5,5.07,28.3,34.8,26.6,3.8,0.0,500,Severe
2024-01-01,Mumbai,52.7,117.2,34.8,11.2,1.44,12.5,30.9,69.2,9.7,0.0,111,Moderate
2024-01-02,Mumbai,53.6,120.6,32.0,14.9,1.25,13.8,30.9,64.5,10.7,0.0,114,Moderate
2024-01-03,Mumbai,59.9,107.7,34.5,13.3,1.17,23.5,32.7,61.4,9.9,0.0,105,Moderate
2024-01-04,Mumbai,57.8,132.3,33.3,16.3,1.08,11.7,28.4,54.7,12.0,0.0,122,Moderate
2024-01-05,Mumbai,54.1,124.3,36.9,13.9,1.33,6.2,32.2,65.6,9.0,0.0,116,Moderate
2024-01-06,Mumbai,62.2,121.7,35.2,13.3,1.22,9.5,30.1,56.3,8.6,0.0,114,Moderate
2024-01-07,Mumbai,57.2,135.8,32.1,12.8,1.29,2.2,32.1,61.5,7.9,0.0,124,Moderate
2024-01-08,Mumbai,57.9,126.0,39.8,15.2,1.14,11.6,29.1,57.4,7.9,0.0,117,Moderate
2024-01-09,Mumbai,52.6,107.8,33.9,13.5,1.31,13.7,30.0,61.5,8.7,0.0,105,Moderate
2024-01-10,Mumbai,60.9,113.9,33.2,13.4,1.13,7.9,29.5,62.1,11.5,0.0,109,Moderate
2024-01-11,Mumbai,60.1,117.7,34.2,12.8,1.25,8.2,31.3,63.8,9.0,0.0,112,Moderate
2024-01-12,Mumbai,61.7,104.1,32.3,15.6,1.17,12.4,31.1,58.6,12.8,0.0,106,Moderate
2024-01-13,Mumbai,39.6,127.4,40.6,13.4,1.17,7.3,30.8,55.5,8.0,0.0,118,Moderate
2024-01-14,Mumbai,58.9,134.2,38.5,16.6,1.15,23.1,29.3,55.3,11.4,0.0,123,Moderate
2024-01-15,Mumbai,46.9,113.4,37.5,13.1,1.24,11.4,29.4,57.4,10.4,0.0,109,Moderate
2024-01-16,Mumbai,52.7,100.3,31.4,10.9,1.18,18.1,31.6,52.0,11.0,0.0,100,Satisfactory
2024-01-17,Mumbai,58.3,104.0,37.8,13.1,1.27,8.0,29.6,53.5,8.9,0.0,103,Moderate
2024-01-18,Mumbai,58.1,111.9,34.2,12.9,1.2,6.7,30.9,64.1,10.6,0.0,108,Moderate
2024-01-19,Mumbai,45.8,129.7,32.5,13.9,1.13,10.2,30.4,66.7,12.3,0.0,120,Moderate
2024-01-20,Mumbai,62.2,112.8,37.2,13.0,1.28,1.0,30.1,52.7,11.2,0.0,109,Moderate
2024-01-21,Mumbai,46.8,123.6,35.7,12.1,1.33,16.0,33.2,67.6,9.5,0.0,116,Moderate
2024-01-22,Mumbai,63.1,118.1,32.3,14.8,1.44,10.2,30.9,60.1,7.3,1.0,112,Moderate
2024-01-23,Mumbai,50.8,127.4,33.3,12.6,1.32,10.1,32.6,60.5,9.4,0.0,118,Moderate
2024-01-24,Mumbai,56.3,112.3,33.5,12.0,1.23,8.5,28.7,65.7,13.4,0.0,108,Moderate
2024-01-25,Mumbai,55.2,142.2,35.3,12.2,1.27,4.8,26.7,55.4,9.3,0.0,128,Moderate
2024-01-26,Mumbai,52.7,103.3,38.6,13.6,1.13,17.3,29.7,62.9,12.8,0.0,102,Moderate
2024-01-27,Mumbai,63.1,125.1,34.9,15.0,1.23,16.8,32.3,59.8,9.4,0.0,117,Moderate
2024-01-28,Mumbai,54.4,107.1,32.4,15.7,1.3,1.0,28.6,62.2,10.2,0.0,105,Moderate
2024-01-29,Mumbai,49.2,119.8,30.9,13.3,1.23,15.6,28.2,50.9,8.6,0.0,113,Moderate
2024-01-30,Mumbai,66.9,115.7,40.0,12.9,1.22,3.1,31.1,63.9,9.9,0.0,123,Moderate
2024-01-31,Mumbai,45.4,114.0,30.5,11.7,1.17,7.1,30.3,64.8,12.2,0.0,109,Moderate
2024-02-01,Mumbai,52.4,117.5,31.4,13.3,1.23,1.0,28.0,62.4,10.9,1.2,112,Moderate
2024-02-02,Mumbai,54.3,110.3,36.2,14.0,1.17,6.0,30.2,55.7,11.0,0.0,107,Moderate
2024-02-03,Mumbai,61.1,106.4,36.8,12.5,1.28,1.0,25.6,60.9,10.7,0.0,104,Moderate
2024-02-04,Mumbai,57.1,109.1,31.4,14.1,1.22,6.5,29.0,50.2,10.4,0.0,106,Moderate
2024-02-05,Mumbai,59.1,80.3,30.9,12.5,1.04,1.8,28.6,73.3,13.3,0.0,99,Satisfactory
2024-02-06,Mumbai,46.8,87.1,28.5,11.6,1.12,4.4,25.5,60.0,12.7,0.0,87,Satisfactory
2024-02-07,Mumbai,54.2,120.4,33.8,12.7,1.28,10.9,26.9,61.9,10.6,0.0,114,Moderate
2024-02-08,Mumbai,54.9,136.5,29.4,13.0,1.13,9.6,26.9,59.4,11.7,0.0,124,Moderate
2024-02-09,Mumbai,50.1,129.7,34.0,13.8,1.35,6.8,25.8,62.1,10.0,0.0,120,Moderate
2024-02-10,Mumbai,59.9,110.5,34.4,11.8,1.25,3.1,27.4,62.7,10.2,0.0,107,Moderate
2024-02-11,Mumbai,52.0,133.1,34.4,12.2,1.17,4.6,27.9,64.9,13.0,0.0,122,Moderate
2024-02-12,Mumbai,51.6,130.0,38.0,14.9,1.28,8.1,29.9,61.8,9.9,0.0,120,Moderate
2024-02-13,Mumbai,54.0,120.1,34.8,13.9,1.26,6.0,23.1,62.1,11.5,0.0,113,Moderate
2024-02-14,Mumbai,53.5,125.1,34.7,15.5,1.35,7.3,27.3,60.3,11.8,0.0,117,Moderate
2024-02-15,Mumbai,49.0,122.0,29.7,11.7,1.23,5.0,22.1,66.9,10.6,0.0,115,Moderate
2024-02-16,Mumbai,51.3,118.5,37.7,10.6,1.21,1.8,28.7,56.9,9.8,5.2,112,Moderate
2024-02-17,Mumbai,54.6,104.7,37.9,12.7,1.22,4.8,25.2,65.8,12.9,0.0,103,Moderate
2024-02-18,Mumbai,59.0,101.0,37.5,11.8,1.22,4.8,24.9,50.8,10.8,0.0,101,Moderate
2024-02-19,Mumbai,45.4,156.8,35.2,12.5,1.13,1.0,27.3,67.8,10.6,0.0,138,Moderate
2024-02-20,Mumbai,48.2,110.0,30.1,15.0,1.12,5.2,26.0,61.8,14.9,0.0,107,Moderate
2024-02-21,Mumbai,44.5,89.4,34.5,12.3,1.12,1.0,24.1,60.3,13.8,0.0,89,Satisfactory
2024-02-22,Mumbai,45.7,122.6,31.0,14.6,1.2,1.0,27.9,73.7,13.8,0.0,115,Moderate
2024-02-23,Mumbai,45.6,108.8,37.9,13.9,1.32,9.7,25.8,66.3,12.6,0.0,106,Moderate
2024-02-24,Mumbai,60.0,102.8,30.2,13.1,1.21,11.8,28.8,71.5,13.2,0.0,102,Moderate
2024-02-25,Mumbai,51.1,115.0,30.8,14.0,1.24,3.6,25.0,71.3,11.2,0.0,110,Moderate
2024-02-26,Mumbai,63.2,132.1,32.9,14.9,1.17,6.8,28.4,57.8,11.6,0.0,121,Moderate
2024-02-27,Mumbai,58.6,123.2,33.3,11.7,1.07,7.5,27.1,61.4,12.2,0.0,115,Moderate
2024-02-28,Mumbai,39.4,113.3,31.1,13.3,1.2,12.7,26.7,62.6,12.7,0.0,109,Moderate
2024-02-29,Mumbai,44.8,84.7,22.9,12.2,0.86,7.7,24.6,59.5,13.7,0.0,85,Satisfactory
2024-03-01,Mumbai,44.6,92.4,29.8,13.1,0.9,2.4,27.2,55.8,12.0,0.0,92,Satisfactory
2024-03-02,Mumbai,39.6,97.1,26.1,13.0,0.94,7.6,27.1,50.4,12.6,0.0,97,Satisfactory
2024-03-03,Mumbai,38.8,73.9,27.4,12.7,1.07,6.3,28.6,63.3,10.2,0.0,74,Satisfactory
2024-03-04,Mumbai,40.4,86.7,27.5,13.5,0.87,11.7,25.4,67.3,15.0,0.0,87,Satisfactory
2024-03-05,Mumbai,41.6,103.1,23.9,13.1,0.91,4.1,23.0,73.3,9.8,0.0,102,Moderate
2024-03-06,Mumbai,38.0,90.9,28.0,12.0,0.86,9.0,26.4,63.6,12.2,0.0,91,Satisfactory
2024-03-07,Mumbai,36.8,87.0,24.3,13.6,0.91,6.6,26.4,67.5,11.6,0.0,87,Satisfactory
2024-03-08,Mumbai,43.4,82.7,21.9,13.0,0.85,9.5,26.6,64.5,13.5,0.0,83,Satisfactory
2024-03-09,Mumbai,34.5,76.7,22.2,13.6,0.97,9.3,29.6,59.7,14.3,0.0,77,Satisfactory
2024-03-10,Mumbai,28.1,99.9,24.7,13.4,1.03,1.0,25.0,71.8,12.2,0.0,100,Satisfactory
2024-03-11,Mumbai,41.2,74.0,24.3,10.8,1.02,1.0,25.3,63.6,16.8,0.0,74,Satisfactory
2024-03-12,Mumbai,29.8,85.6,21.2,13.4,0.8,11.6,25.6,64.0,17.7,0.0,86,Satisfactory
2024-03-13,Mumbai,43.9,101.9,21.0,13.9,1.1,2.0,24.6,63.8,12.8,0.0,101,Moderate
2024-03-14,Mumbai,39.8,101.8,23.9,11.9,0.98,8.3,28.9,63.2,11.3,0.0,101,Moderate
2024-03-15,Mumbai,33.8,100.1,23.0,14.0,0.87,7.3,26.8,65.9,15.1,0.0,100,Satisfactory
2024-03-16,Mumbai,35.6,102.1,25.1,11.5,0.84,7.3,25.1,59.9,10.7,0.0,101,Moderate
2024-03-17,Mumbai,42.8,104.5,25.2,13.4,0.85,1.0,27.9,71.5,15.7,0.0,103,Moderate
2024-03-18,Mumbai,51.3,85.4,27.8,12.0,0.87,1.0,24.8,65.3,14.5,0.0,85,Satisfactory
2024-03-19,Mumbai,37.6,111.8,24.6,13.9,0.86,7.7,24.6,68.2,14.5,0.0,108,Moderate
2024-03-20,Mumbai,42.6,96.0,22.3,11.7,0.99,8.5,27.1,66.8,9.8,0.0,96,Satisfactory
2024-03-21,Mumbai,25.6,88.7,24.9,11.8,0.76,10.0,27.4,65.2,15.4,0.0,89,Satisfactory
2024-03-22,Mumbai,24.5,70.4,22.8,14.2,0.72,14.3,25.2,68.9,18.4,0.0,70,Satisfactory
2024-03-23,Mumbai,37.1,97.9,22.2,12.9,0.87,1.4,25.7,65.9,14.4,0.0,98,Satisfactory
2024-03-24,Mumbai,45.6,50.3,22.3,11.9,0.91,9.5,29.3,68.6,16.1,0.0,76,Satisfactory
2024-03-25,Mumbai,44.8,106.5,23.4,13.3,0.89,10.7,25.1,66.7,13.0,0.0,104,Moderate
2024-03-26,Mumbai,45.5,67.6,24.1,14.2,0.98,1.0,26.9,68.0,14.4,0.0,76,Satisfactory
2024-03-27,Mumbai,43.7,78.6,29.5,11.5,1.0,4.0,23.5,73.6,12.9,0.0,79,Satisfactory
2024-03-28,Mumbai,40.6,92.2,23.4,11.1,0.98,8.2,25.6,57.6,10.8,0.0,92,Satisfactory
2024-03-29,Mumbai,41.0,88.0,31.2,10.7,0.97,12.8,25.0,71.6,12.9,0.0,88,Satisfactory
2024-03-30,Mumbai,36.2,90.7,27.2,13.7,1.02,3.8,24.7,72.2,13.4,0.0,91,Satisfactory
2024-03-31,Mumbai,40.6,60.4,21.0,12.4,0.73,10.5,26.9,66.4,17.3,0.0,68,Satisfactory
2024-04-01,Mumbai,48.7,92.4,25.8,12.9,0.9,5.5,26.4,70.0,13.3,0.0,92,Satisfactory
2024-04-02,Mumbai,50.3,79.0,21.8,13.0,1.04,8.7,26.4,80.3,12.8,0.0,84,Satisfactory
2024-04-03,Mumbai,32.0,64.3,22.5,13.6,0.88,7.9,25.3,70.8,18.5,0.0,64,Satisfactory
2024-04-04,Mumbai,41.6,88.8,24.6,11.8,1.12,9.1,25.1,71.7,14.2,0.0,89,Satisfactory
2024-04-05,Mumbai,38.6,63.8,23.0,12.5,0.87,12.4,25.5,68.1,15.0,0.0,64,Satisfactory
2024-04-06,Mumbai,49.3,69.8,22.9,11.9,0.69,1.0,22.6,65.8,19.0,0.0,82,Satisfactory
2024-04-07,Mumbai,35.8,74.5,24.5,12.4,0.96,10.3,26.1,72.5,17.3,0.0,74,Satisfactory
2024-04-08,Mumbai,44.1,83.2,23.9,13.1,0.83,10.4,22.8,64.1,17.3,0.0,83,Satisfactory
2024-04-09,Mumbai,28.7,74.2,26.0,13.5,0.82,1.0,23.5,73.5,19.1,0.0,74,Satisfactory
2024-04-10,Mumbai,43.8,81.3,26.7,11.3,0.75,3.2,26.1,76.4,13.9,0.0,81,Satisfactory
2024-04-11,Mumbai,29.1,101.0,28.0,11.1,0.82,6.7,24.7,69.4,14.0,0.0,101,Moderate
2024-04-12,Mumbai,35.8,86.7,26.8,13.0,0.93,6.6,25.5,73.0,12.4,0.0,87,Satisfactory
2024-04-13,Mumbai,38.5,87.2,24.5,12.5,0.95,5.4,24.7,74.7,17.1,0.0,87,Satisfactory
2024-04-14,Mumbai,43.2,69.3,24.1,11.3,0.87,7.8,23.5,75.9,13.8,0.0,72,Satisfactory
2024-04-15,Mumbai,31.0,74.0,26.2,11.9,0.86,7.1,25.5,71.6,15.5,0.0,74,Satisfactory
2024-04-16,Mumbai,49.4,71.6,19.7,9.6,0.85,1.0,23.3,70.3,17.0,0.0,82,Satisfactory
2024-04-17,Mumbai,29.4,80.1,21.0,12.5,1.0,5.6,24.7,72.9,13.6,0.0,80,Satisfactory
2024-04-18,Mumbai,29.3,81.0,26.1,11.5,0.88,1.0,23.1,72.7,14.1,0.0,81,Satisfactory
2024-04-19,Mumbai,38.6,108.9,26.6,12.3,0.91,4.4,25.2,69.5,12.6,0.0,106,Moderate
2024-04-20,Mumbai,30.8,105.9,24.8,12.3,0.77,6.6,23.9,71.5,18.1,0.0,104,Moderate
2024-04-21,Mumbai,40.3,92.9,20.7,12.6,0.93,1.0,24.1,74.3,15.1,0.0,93,Satisfactory
2024-04-22,Mumbai,48.4,73.8,19.3,12.9,0.97,4.7,23.1,72.4,17.7,1.3,81,Satisfactory
2024-04-23,Mumbai,43.3,71.0,25.0,11.4,0.9,2.4,22.6,73.2,15.0,0.0,72,Satisfactory
2024-04-24,Mumbai,32.2,109.5,25.0,11.6,0.96,11.6,22.8,77.2,17.2,4.5,106,Moderate
2024-04-25,Mumbai,38.3,80.7,25.0,12.2,0.92,4.7,24.0,76.0,15.3,0.0,81,Satisfactory
2024-04-26,Mumbai,31.6,77.5,26.5,11.4,0.9,1.4,22.4,69.9,16.3,0.0,78,Satisfactory
2024-04-27,Mumbai,27.9,85.7,26.9,11.3,0.94,1.0,24.6,73.7,18.8,0.0,86,Satisfactory
2024-04-28,Mumbai,42.7,80.0,23.6,13.4,0.87,9.4,26.1,79.2,15.7,0.0,80,Satisfactory
2024-04-29,Mumbai,35.0,102.6,26.4,11.5,0.74,3.1,23.8,83.7,16.2,0.0,102,Moderate
2024-04-30,Mumbai,40.5,90.0,23.7,9.4,0.8,1.0,24.3,81.4,20.8,0.0,90,Satisfactory
2024-05-01,Mumbai,44.3,47.4,23.8,11.4,0.77,1.0,23.8,80.7,18.3,0.0,74,Satisfactory
2024-05-02,Mumbai,30.7,89.8,23.2,12.5,0.8,8.0,23.0,75.1,19.1,0.0,90,Satisfactory
2024-05-03,Mumbai,36.3,79.8,24.6,11.7,0.95,7.9,24.5,73.0,17.8,0.0,80,Satisfactory
2024-05-04,Mumbai,35.5,60.4,26.5,11.5,0.83,8.0,24.0,77.7,18.5,0.0,60,Satisfactory
2024-05-05,Mumbai,35.7,57.9,21.9,11.4,0.84,1.0,24.7,71.2,17.8,0.3,60,Satisfactory
2024-05-06,Mumbai,40.3,75.2,21.2,12.3,0.95,8.6,25.8,76.6,18.0,0.0,75,Satisfactory
2024-05-07,Mumbai,48.4,79.7,21.8,10.3,0.77,4.2,25.4,74.8,14.8,0.0,81,Satisfactory
2024-05-08,Mumbai,49.4,104.4,22.9,10.8,0.89,3.8,26.4,76.9,18.7,0.0,103,Moderate
2024-05-09,Mumbai,37.0,60.5,19.5,11.7,0.78,1.0,22.3,84.3,20.6,0.0,62,Satisfactory
2024-05-10,Mumbai,40.4,81.9,26.2,12.0,0.94,7.4,25.5,81.8,20.9,0.0,82,Satisfactory
2024-05-11,Mumbai,42.9,78.5,26.9,8.9,0.74,8.3,25.6,76.8,18.2,0.0,79,Satisfactory
2024-05-12,Mumbai,40.8,92.1,26.4,13.9,0.86,4.8,24.0,81.7,18.4,0.0,92,Satisfactory
2024-05-13,Mumbai,44.0,80.0,23.1,11.7,0.82,1.0,21.7,76.2,17.9,0.0,80,Satisfactory
2024-05-14,Mumbai,41.9,83.6,26.2,12.1,0.83,1.0,21.4,77.9,17.4,0.0,84,Satisfactory
2024-05-15,Mumbai,42.8,84.4,25.0,12.5,0.8,1.0,24.5,82.3,21.2,0.0,84,Satisfactory
2024-05-16,Mumbai,40.7,63.8,25.8,10.9,0.92,1.0,22.5,81.0,19.1,0.0,68,Satisfactory
2024-05-17,Mumbai,35.1,77.4,23.2,9.3,0.87,1.7,22.5,77.6,18.3,0.0,77,Satisfactory
2024-05-18,Mumbai,43.2,88.3,22.1,9.5,1.0,12.7,26.4,75.4,14.9,0.0,88,Satisfactory
2024-05-19,Mumbai,32.4,60.7,17.8,12.6,0.66,3.0,20.3,78.1,21.9,0.0,61,Satisfactory
2024-05-20,Mumbai,45.6,88.3,22.4,12.8,0.95,6.1,25.4,73.3,16.7,0.0,88,Satisfactory
2024-05-21,Mumbai,35.8,90.4,19.2,9.5,0.84,1.0,22.7,78.8,19.2,0.0,90,Satisfactory
2024-05-22,Mumbai,37.6,77.3,26.2,9.7,0.88,1.0,23.1,72.2,18.7,1.9,77,Satisfactory
2024-05-23,Mumbai,35.9,76.9,19.9,10.9,0.76,4.4,22.8,75.3,20.2,0.0,77,Satisfactory
2024-05-24,Mumbai,34.3,104.7,23.4,9.7,0.9,1.0,22.6,88.2,15.4,0.0,103,Moderate
2024-05-25,Mumbai,32.3,79.7,19.2,10.1,0.81,1.2,22.8,76.3,24.3,0.0,80,Satisfactory
2024-05-26,Mumbai,31.7,93.2,21.9,9.0,0.82,3.6,21.2,90.9,17.9,0.0,93,Satisfactory
2024-05-27,Mumbai,36.4,78.5,16.0,11.7,0.83,3.0,23.4,80.7,21.1,0.0,79,Satisfactory
2024-05-28,Mumbai,48.4,65.3,21.0,10.3,0.84,1.0,25.5,79.1,19.5,0.0,81,Satisfactory
2024-05-29,Mumbai,25.8,88.1,23.7,11.4,0.89,13.5,24.8,86.9,19.9,0.0,88,Satisfactory
2024-05-30,Mumbai,35.5,66.3,22.1,9.8,0.8,1.0,22.7,88.3,18.7,0.0,66,Satisfactory
2024-05-31,Mumbai,19.1,38.9,12.1,12.8,0.36,1.0,24.3,75.1,16.0,7.6,39,Good
2024-06-01,Mumbai,21.6,25.5,8.4,11.2,0.23,4.9,25.5,85.9,18.5,0.0,36,Good
2024-06-02,Mumbai,12.2,35.8,7.4,11.5,0.33,1.0,26.3,85.8,19.0,18.7,36,Good
2024-06-03,Mumbai,14.1,39.0,13.9,12.8,0.37,4.7,24.5,73.0,19.9,23.3,39,Good
2024-06-04,Mumbai,24.0,14.7,9.9,10.4,0.38,1.1,25.9,76.5,18.3,31.1,40,Good
2024-06-05,Mumbai,15.9,20.1,6.8,9.9,0.3,4.3,22.7,73.9,21.4,2.9,26,Good
2024-06-06,Mumbai,15.6,20.2,6.7,11.3,0.29,5.6,23.1,93.1,21.0,11.7,26,Good
2024-06-07,Mumbai,18.3,24.7,4.8,10.8,0.36,12.1,23.6,81.9,20.3,0.0,30,Good
2024-06-08,Mumbai,22.4,37.4,7.9,9.6,0.26,10.8,22.6,82.6,18.2,0.0,37,Good
2024-06-09,Mumbai,15.1,29.9,10.5,11.1,0.23,1.0,25.0,85.5,18.5,30.1,30,Good
2024-06-10,Mumbai,5.3,41.5,2.9,11.2,0.22,5.7,21.5,95.3,20.7,0.0,41,Good
2024-06-11,Mumbai,10.1,34.8,13.5,8.9,0.3,1.0,24.3,76.6,18.5,0.0,35,Good
2024-06-12,Mumbai,14.8,36.1,5.9,11.9,0.28,8.4,23.9,89.2,18.7,3.3,36,Good
2024-06-13,Mumbai,15.9,11.1,11.5,8.8,0.24,3.0,24.2,87.6,18.9,8.0,27,Good
2024-06-14,Mumbai,8.6,28.2,11.3,11.1,0.34,7.0,25.2,93.8,15.3,8.2,28,Good
2024-06-15,Mumbai,14.0,47.0,8.1,11.3,0.35,3.1,23.9,79.0,19.5,8.6,47,Good
2024-06-16,Mumbai,5.6,28.3,12.2,10.6,0.39,4.1,24.0,88.2,17.1,23.2,28,Good
2024-06-17,Mumbai,7.7,32.1,1.0,9.7,0.3,1.2,23.1,95.7,21.0,10.4,32,Good
2024-06-18,Mumbai,21.1,27.1,7.7,12.2,0.46,9.0,25.0,79.8,22.7,0.0,35,Good
2024-06-19,Mumbai,7.5,36.6,9.6,10.7,0.39,12.9,28.0,82.1,17.3,0.0,37,Good
2024-06-20,Mumbai,10.5,11.9,7.6,11.3,0.26,6.0,22.5,83.9,20.6,7.3,18,Good
2024-06-21,Mumbai,7.2,5.0,7.7,11.0,0.29,2.0,24.0,94.1,18.7,23.4,14,Good
2024-06-22,Mumbai,14.9,18.3,4.6,11.6,0.34,5.6,24.2,97.3,16.0,0.0,25,Good
2024-06-23,Mumbai,11.7,22.4,7.5,7.6,0.34,1.0,25.1,82.4,20.0,17.7,22,Good
2024-06-24,Mumbai,10.1,6.2,8.2,12.3,0.16,4.1,22.5,91.3,16.7,0.0,17,Good
2024-06-25,Mumbai,22.7,46.7,9.7,10.3,0.27,4.9,25.9,77.3,20.5,0.0,47,Good
2024-06-26,Mumbai,21.7,40.8,12.6,7.5,0.35,1.0,25.9,86.2,14.5,0.0,41,Good
2024-06-27,Mumbai,9.5,31.1,10.2,9.5,0.35,1.5,25.8,88.6,20.1,0.0,31,Good
2024-06-28,Mumbai,18.6,30.5,14.3,9.8,0.44,14.7,25.7,85.5,19.2,0.0,31,Good
2024-06-29,Mumbai,12.9,10.3,8.1,12.6,0.25,2.9,25.0,86.7,17.4,0.0,21,Good
2024-06-30,Mumbai,12.3,31.7,7.4,11.2,0.28,7.8,22.7,90.2,19.3,0.0,32,Good
2024-07-01,Mumbai,15.3,5.0,10.5,11.0,0.26,6.5,26.3,89.4,21.8,15.6,25,Good
2024-07-02,Mumbai,20.1,14.6,8.4,11.1,0.31,1.0,24.8,89.7,17.6,0.0,33,Good
2024-07-03,Mumbai,12.7,23.4,5.9,9.2,0.32,1.0,23.0,91.8,21.7,9.4,23,Good
2024-07-04,Mumbai,2.6,31.1,6.6,13.9,0.25,2.2,24.3,93.7,14.9,11.5,31,Good
2024-07-05,Mumbai,10.5,31.2,9.0,10.8,0.31,1.0,24.3,89.5,19.9,0.0,31,Good
2024-07-06,Mumbai,5.0,8.0,6.4,11.4,0.25,7.5,27.9,93.9,15.9,5.6,14,Good
2024-07-07,Mumbai,12.4,25.3,5.5,10.5,0.27,1.0,24.0,92.0,17.4,3.8,25,Good
2024-07-08,Mumbai,19.2,43.5,7.3,11.3,0.24,8.6,25.0,91.1,16.0,0.0,43,Good
2024-07-09,Mumbai,17.4,38.0,8.4,9.4,0.27,11.0,26.3,85.1,16.2,5.6,38,Good
2024-07-10,Mumbai,14.6,36.5,6.6,10.7,0.24,1.0,25.0,90.0,16.3,8.6,37,Good
2024-07-11,Mumbai,17.5,26.1,9.2,8.7,0.1,5.0,24.5,90.4,19.1,0.0,29,Good
2024-07-12,Mumbai,22.2,32.1,8.4,11.8,0.31,1.0,23.8,88.4,17.8,6.5,37,Good
2024-07-13,Mumbai,14.9,50.5,4.7,10.1,0.37,8.0,27.6,84.0,19.0,5.9,50,Good
2024-07-14,Mumbai,21.4,28.0,5.7,11.9,0.35,16.7,26.3,84.8,17.1,10.5,36,Good
2024-07-15,Mumbai,12.5,37.1,2.1,10.6,0.22,1.0,24.5,93.7,15.6,2.8,37,Good
2024-07-16,Mumbai,12.0,24.3,6.7,9.5,0.32,6.7,26.7,95.3,17.9,0.0,24,Good
2024-07-17,Mumbai,3.5,21.2,9.8,10.0,0.23,1.5,26.8,85.7,17.2,0.0,21,Good
2024-07-18,Mumbai,18.2,12.5,4.4,9.5,0.36,1.8,25.6,88.0,22.5,19.1,30,Good
2024-07-19,Mumbai,8.0,36.3,6.5,10.6,0.34,1.0,24.4,87.7,17.6,30.8,36,Good
2024-07-20,Mumbai,9.4,32.0,12.5,11.5,0.3,7.0,25.5,92.8,16.3,0.0,32,Good
2024-07-21,Mumbai,14.4,21.8,7.7,9.3,0.25,10.8,24.8,90.5,17.9,49.0,24,Good
2024-07-22,Mumbai,3.4,10.4,11.5,10.9,0.24,1.0,27.0,89.8,21.7,0.0,14,Good
2024-07-23,Mumbai,13.4,11.0,10.6,11.9,0.24,4.6,27.2,92.7,15.7,0.0,22,Good
2024-07-24,Mumbai,11.9,40.7,9.4,9.5,0.3,10.1,26.4,86.1,16.9,19.1,41,Good
2024-07-25,Mumbai,11.8,34.7,4.8,11.8,0.28,5.2,24.8,93.2,22.4,17.2,35,Good
2024-07-26,Mumbai,13.7,6.0,10.8,10.9,0.26,2.9,28.7,87.3,17.3,4.1,23,Good
2024-07-27,Mumbai,15.1,14.4,7.1,11.0,0.27,9.4,26.5,93.4,18.7,0.0,25,Good
2024-07-28,Mumbai,26.1,30.0,5.1,8.0,0.3,3.2,25.0,80.4,16.4,14.2,43,Good
2024-07-29,Mumbai,5.7,11.1,7.5,11.7,0.28,1.8,28.9,94.3,18.0,35.2,15,Good
